id,predicted_exam_score
630218,76.23307241234177
630219,55.635992771526126
630220,70.44990479712105
630221,70.77535634609359
630222,34.66189112337011
630223,57.856927955321645
630224,72.64044582449597
630225,70.7583977991895
630226,51.34995866931537
630227,85.22792243750371
630228,37.10746689224877
630229,58.6416315935953
630230,62.937582814891826
630231,56.15320176386337
630232,85.60619276571558
630233,41.17788336789093
630234,80.63730525440754
630235,45.83811606516035
630236,58.4479174466518
630237,93.59948841638911
630238,52.79913743128811
630239,46.28567577524901
630240,56.582310868239794
630241,44.358946248280596
630242,75.27355513762477
630243,63.42580407702737
630244,60.425247284179605
630245,95.59509506330721
630246,41.404278455953495
630247,60.72357311611171
630248,83.25951067335458
630249,30.35795810484212
630250,37.79589144033826
630251,46.600522945651115
630252,69.47389747527376
630253,66.08051360193781
630254,56.41640912398775
630255,80.52745026039375
630256,69.38459917520906
630257,65.42608738088965
630258,76.47286820476715
630259,71.8366463840705
630260,56.967400990227475
630261,69.98694756805541
630262,36.04731277800023
630263,33.384514838886744
630264,65.604526153426
630265,71.59352014679125
630266,80.56590557042816
630267,87.86513000245166
630268,90.4726330108385
630269,61.61132253067216
630270,32.764012368302055
630271,71.20052012562638
630272,37.411377480626655
630273,62.55112259332978
630274,50.767776206376624
630275,42.87736403249327
630276,41.29143309141294
630277,82.84774932479911
630278,60.70727842899736
630279,51.94040738951708
630280,81.47422102939264
630281,69.65415411242613
630282,37.16786829770849
630283,38.623017473951556
630284,51.57617838128587
630285,50.54528173239275
630286,52.054605132953036
630287,69.0259979495264
630288,75.98585232270324
630289,41.92015157326193
630290,76.14524551504611
630291,26.61482168335758
630292,51.81579269087066
630293,79.46610145442311
630294,87.90710581397383
630295,33.410896336972606
630296,62.96866237348592
630297,54.8751847191795
630298,46.92636969310421
630299,42.96554711204915
630300,60.04671247993464
630301,88.23483751624282
630302,45.49991453220107
630303,89.1402207240953
630304,71.18254143731508
630305,86.16028479558706
630306,85.87375374995892
630307,57.0937636207305
630308,53.750291894263675
630309,80.05068860965567
630310,56.24142604557414
630311,54.830217843192564
630312,45.10632654672588
630313,90.69716738535634
630314,64.44665281773477
630315,95.10278563000371
630316,29.47078793015733
630317,74.5847815393413
630318,89.66983148479768
630319,56.418724025613265
630320,68.49169011428438
630321,34.47605639897085
630322,67.84600832575673
630323,64.53762422747523
630324,57.026070831260704
630325,74.40346384010104
630326,73.29601045486346
630327,70.8685697615592
630328,74.43693436051488
630329,73.56200807196494
630330,45.667359488311575
630331,64.14755230437035
630332,60.791404729564604
630333,42.75024593387521
630334,56.1251017797436
630335,49.930215142914584
630336,41.82368336196673
630337,54.361254094823394
630338,44.531946889091
630339,89.75574286690387
630340,32.92502391228066
630341,62.7747316552563
630342,82.22990127618185
630343,63.88576737175529
630344,84.54641836169044
630345,23.33396138438741
630346,46.4930004189587
630347,72.23001800348719
630348,77.8674853831069
630349,67.5025290030521
630350,65.13576970070801
630351,53.187215594683366
630352,78.21588197536491
630353,73.07044504639615
630354,50.591029500214944
630355,42.7966730249343
630356,67.16105446076772
630357,63.328195570070434
630358,63.587954808943635
630359,55.70375217372281
630360,75.5462993324129
630361,43.280334404814525
630362,72.9836557465441
630363,87.8862867385729
630364,68.29318297474705
630365,67.89439058901496
630366,64.25965817038133
630367,74.58185752253179
630368,51.596912775731866
630369,68.17549749191365
630370,55.2551779264107
630371,59.53069589882284
630372,60.12599243961291
630373,51.94648063689724
630374,85.31419417897368
630375,40.5981561259628
630376,47.02026491012564
630377,75.89106591563045
630378,54.660977962166925
630379,55.76892556779643
630380,64.19406318179799
630381,50.64133451776615
630382,85.85817491147012
630383,28.62976824772933
630384,69.39547725722696
630385,80.2864596379396
630386,90.25522710631536
630387,87.82014392429512
630388,42.12451658096268
630389,63.09437145224192
630390,73.89144486400318
630391,80.51568886598623
630392,39.21560954175326
630393,51.41836854922177
630394,63.268544550347336
630395,42.3981199934711
630396,48.99523820735076
630397,83.0714703986702
630398,72.36474413798959
630399,60.50732792378292
630400,68.67392264732992
630401,48.849728824077154
630402,32.224077809245266
630403,46.25761824621984
630404,80.48617404314793
630405,37.681614528951314
630406,69.20713543882307
630407,73.81621177247979
630408,84.0249786181295
630409,53.76493732214968
630410,62.17717714443739
630411,74.90720546109964
630412,86.05795525225118
630413,79.82887704625092
630414,44.65499817615841
630415,57.05744535793143
630416,73.77537647131322
630417,55.91705370123326
630418,61.215233545327045
630419,45.51460730385137
630420,64.66217377645525
630421,80.49032264292393
630422,52.93606288138685
630423,31.185432717418696
630424,46.78851589840319
630425,53.16472452533933
630426,65.54686788704714
630427,62.56919014376447
630428,85.0088680519572
630429,85.60273721642602
630430,57.301477768898316
630431,64.41237267105221
630432,56.881415085986575
630433,68.92240695156289
630434,67.96387917047593
630435,36.12043034240291
630436,56.051115689992194
630437,75.55176954292172
630438,41.965248172326
630439,50.52043512569022
630440,75.3234371861403
630441,53.8869044002932
630442,51.207388968603205
630443,61.17409971937976
630444,67.69342987011228
630445,78.11747245338847
630446,66.15676476106513
630447,78.32639664499114
630448,76.29065111261613
630449,40.13173862755872
630450,91.8878866572133
630451,68.97945312194392
630452,52.80454123871753
630453,52.53246744019258
630454,54.41082932052888
630455,79.73000453044004
630456,43.67634142333633
630457,67.18511551927564
630458,46.303740487780786
630459,68.6247755796898
630460,41.35395538565524
630461,52.49378939242526
630462,43.41101665899853
630463,53.53759535351275
630464,47.405040604737756
630465,48.81605296740139
630466,58.10966706922461
630467,50.3572000967763
630468,67.06792270347978
630469,73.55293063038498
630470,41.41880713666967
630471,52.62572868078534
630472,82.0498959833219
630473,92.20298032842499
630474,64.10631355041404
630475,71.42964259689262
630476,74.81356594972348
630477,42.13134006860522
630478,71.4380747533422
630479,75.80748510581607
630480,52.99563346236821
630481,54.80992818278844
630482,64.10770447896337
630483,37.43919061314983
630484,61.81294210106308
630485,58.20639287712222
630486,84.26810199614458
630487,67.92072557049148
630488,48.90886257223819
630489,62.34991603933468
630490,70.39146431745034
630491,92.79352982692886
630492,87.52436446703327
630493,49.967297283636604
630494,43.37854522514258
630495,42.80115771965117
630496,37.989239841219565
630497,41.39685509908065
630498,91.30036845193216
630499,67.13094530999732
630500,65.38131417079668
630501,90.01582163210799
630502,83.93055038602685
630503,20.19956936030436
630504,39.76754406302774
630505,70.78713882559772
630506,55.88064271179245
630507,66.9000585825911
630508,57.86749690818643
630509,98.27949226213187
630510,39.893950739617786
630511,37.102343134047864
630512,91.46936960710441
630513,85.75491721457591
630514,54.098827719631785
630515,65.43628323427502
630516,62.86268833827507
630517,56.64322805305225
630518,51.824237386777
630519,51.49968496636991
630520,51.4733997692832
630521,68.79021388441204
630522,77.87250207973122
630523,79.22298672096031
630524,80.29113848400881
630525,60.619248443432554
630526,39.895533950356814
630527,46.07865078045877
630528,65.64456619772724
630529,87.18293183873244
630530,47.7431857583628
630531,52.28590072693122
630532,65.540362101568
630533,40.71815308861191
630534,72.52199959501847
630535,51.938836392243125
630536,67.16097398704912
630537,73.3049506351605
630538,45.16456887400705
630539,55.077885741474
630540,57.02038265934102
630541,73.92510991460537
630542,83.11277458366163
630543,75.76115029871788
630544,73.76435889213334
630545,70.05425958367866
630546,74.03064338033079
630547,70.74773529390333
630548,63.99243820399019
630549,59.40727868965605
630550,38.80601507555997
630551,48.702738577680776
630552,54.0817185335896
630553,74.59955537116277
630554,64.44469297576025
630555,68.18364844603386
630556,32.289964469933594
630557,27.830113727452314
630558,40.53928690757721
630559,56.318013653982966
630560,59.599807687107784
630561,77.11793716228145
630562,45.078486255557436
630563,61.20729014906523
630564,63.810380638304004
630565,81.83488597850932
630566,41.605795515993684
630567,54.388067130627995
630568,55.36846747374203
630569,53.39723620505099
630570,85.71755995337661
630571,67.93514563012586
630572,50.95818338780131
630573,57.465065775984044
630574,75.31328829034257
630575,91.58304294730978
630576,74.27766890476077
630577,58.49333940480262
630578,65.26626685100523
630579,61.83662266476957
630580,69.11087987992742
630581,57.657608898637434
630582,53.02903165287386
630583,46.79233377511155
630584,35.46422752642795
630585,57.0200692472193
630586,55.73694807329634
630587,78.58937421456827
630588,70.26543935208568
630589,39.61088300605093
630590,55.17894039965055
630591,71.9979275593272
630592,56.6029106193585
630593,46.41210043800961
630594,73.59538201847657
630595,45.46060921446455
630596,82.15426765415116
630597,53.09628372491937
630598,81.02479499598563
630599,54.39042331624306
630600,63.00595910980145
630601,34.95150195481573
630602,61.94033486829971
630603,46.74704607639003
630604,65.00706759842977
630605,70.8781061900149
630606,95.31536781331845
630607,83.5022300018031
630608,26.396606026671744
630609,43.33905613354401
630610,66.77858742055959
630611,43.33285495412183
630612,72.81556107836772
630613,52.062559347537494
630614,67.15223988276473
630615,66.75261332054029
630616,64.43948792674247
630617,61.53114273458721
630618,37.73650125235936
630619,92.68783645826089
630620,72.05260121544052
630621,55.34482934370244
630622,65.24148279286905
630623,56.53506488174347
630624,61.63483908382765
630625,68.76606323364521
630626,57.78870514739602
630627,60.11753870357307
630628,88.8445428027342
630629,37.411447390652626
630630,41.44954436710777
630631,41.950369915237864
630632,73.58805408407163
630633,74.09706627059805
630634,69.2706857697423
630635,69.9128747863556
630636,54.600363560916804
630637,65.74967501282563
630638,41.41649601474362
630639,51.747188776277255
630640,72.5096724656201
630641,49.96565236407395
630642,42.71881644184318
630643,82.91153562995514
630644,48.09708877306471
630645,81.65599973315427
630646,59.545147903934854
630647,68.39776443421441
630648,77.19929599907917
630649,75.29400938813758
630650,74.28600425556577
630651,84.95670936885844
630652,60.927688543358165
630653,85.0079589677823
630654,72.23682473646473
630655,38.32951458322091
630656,53.1768481391392
630657,77.2094044617776
630658,45.485260489262
630659,70.34417369185647
630660,35.08900588803541
630661,54.637547423368694
630662,59.37543586123567
630663,30.513843166632416
630664,81.69755443433168
630665,41.75208208945935
630666,67.34561989037017
630667,63.32646046081105
630668,64.46893334889043
630669,73.38415489478797
630670,84.01118102549775
630671,73.87557564486143
630672,69.31585381660136
630673,39.15460554460849
630674,49.84198069111171
630675,54.67723696532265
630676,68.08428262344279
630677,81.22789733954973
630678,74.71470020679217
630679,42.6092734003447
630680,80.02331710936595
630681,42.15532971915861
630682,69.80902467978969
630683,48.455579502281395
630684,44.105510348695766
630685,72.8456415522643
630686,81.95514880458884
630687,79.33545003596426
630688,36.90143596130248
630689,36.542481683773644
630690,91.72658620159304
630691,48.36536912107985
630692,44.66244009466588
630693,61.075741998651495
630694,52.69876526425226
630695,78.31274863774402
630696,51.68992003283279
630697,47.20289829345499
630698,64.09386500157325
630699,81.58429337391436
630700,83.0383647981039
630701,83.02232801455786
630702,78.7439450239534
630703,44.93331272398643
630704,83.2801094407351
630705,45.62192344981371
630706,79.61256469688908
630707,43.08579674780614
630708,52.03836847434569
630709,88.29730026427512
630710,83.98743440475361
630711,78.17439635615446
630712,34.18728085245459
630713,64.4656028768212
630714,55.94301818232728
630715,82.6212670296189
630716,72.32027254193004
630717,58.74238804051492
630718,81.6772118297572
630719,47.22000071939828
630720,88.1503483937926
630721,41.44813982155068
630722,81.61534399449745
630723,35.842471196525715
630724,38.234302498920364
630725,79.41924305892202
630726,51.33470206191954
630727,54.78967781972988
630728,49.206244592082584
630729,43.40619987611818
630730,70.73524685899156
630731,89.94024189243412
630732,39.373837977261516
630733,71.3854444580902
630734,94.4766378371699
630735,64.07845840214696
630736,81.14743697436866
630737,77.37035919739932
630738,90.10088732629036
630739,84.26461832636755
630740,39.08197300583171
630741,69.49032849869536
630742,74.72713046154087
630743,56.42917619353628
630744,77.73015743126285
630745,53.865376991792274
630746,76.87786906418535
630747,68.80935601766517
630748,36.65481040413171
630749,57.54450965818585
630750,75.19824931290891
630751,46.93982950140971
630752,63.08584744127614
630753,68.2987154513574
630754,38.48313958903348
630755,80.43288846549692
630756,69.0021004848236
630757,43.561554152226584
630758,67.57198108530523
630759,60.82954927085079
630760,77.67104971357685
630761,38.18019937983687
630762,35.5830420328433
630763,82.89744213467112
630764,67.98625936453293
630765,48.411641285914406
630766,59.21198704745294
630767,33.82570961392525
630768,96.81972068056433
630769,39.90345056895639
630770,64.3806758241335
630771,47.704234011255316
630772,32.423891166979736
630773,89.91491423994319
630774,56.32479736879558
630775,69.65312199662887
630776,63.6297898712486
630777,77.92381333199903
630778,81.41098215246915
630779,87.11812995773626
630780,63.05870839546772
630781,90.68615916821379
630782,76.42994842119764
630783,58.03546967101781
630784,81.12761741524828
630785,78.17717822031868
630786,75.73914173467489
630787,67.65849404473026
630788,79.22709249730912
630789,59.7244789611458
630790,37.72474451580609
630791,65.61693970425117
630792,60.203599857957265
630793,90.28483927053631
630794,48.78022622647817
630795,67.26009486306816
630796,53.53988829910189
630797,41.350113774311964
630798,64.27300909137267
630799,51.59630837646196
630800,36.674585504139436
630801,31.447171711790574
630802,35.15038995497427
630803,70.86792187714799
630804,91.1310259048525
630805,47.617659204052536
630806,40.65936850117173
630807,47.11700341490047
630808,44.90600791914694
630809,47.29768580627358
630810,29.98323611674979
630811,80.42958012840435
630812,54.454233826011944
630813,62.591702337113595
630814,49.904974377990584
630815,54.26329170660501
630816,77.41059905622215
630817,69.38393546751247
630818,83.83552576889599
630819,49.73423433719761
630820,74.19351232815386
630821,68.92863440946095
630822,52.121874155109104
630823,59.02693019926866
630824,35.41970285241555
630825,73.44710079214366
630826,84.73883014658317
630827,48.833882962539896
630828,28.54797982808586
630829,91.08750712459093
630830,46.99844262307326
630831,62.950750431081545
630832,75.06480167782865
630833,70.94344856688326
630834,79.28082915489092
630835,89.48050837723646
630836,40.74494638936512
630837,75.69025472829686
630838,54.328730563185275
630839,78.16001035125358
630840,63.836972384063
630841,62.45136015971229
630842,47.09401186229479
630843,58.21680470024714
630844,51.74901405301198
630845,55.42667469407999
630846,58.66338946448086
630847,50.22921545177585
630848,41.14579471943062
630849,68.9673240077585
630850,84.4047274753256
630851,77.06563810409642
630852,88.10260508481727
630853,72.44831558328512
630854,76.32205146066724
630855,89.86617139727808
630856,74.06969578745212
630857,59.41782673474043
630858,84.01455659101356
630859,79.13227648735146
630860,76.51753150443442
630861,93.8674046529493
630862,80.71989489392274
630863,67.70878819164064
630864,87.16643061684705
630865,71.0381893953059
630866,61.76068859842157
630867,76.37319518776572
630868,74.35846911237763
630869,68.20920084147541
630870,54.7507286233827
630871,58.036117064938296
630872,49.24378841088525
630873,51.13059508434823
630874,37.476270096348756
630875,83.87105320122949
630876,37.74030396607904
630877,73.26081336094238
630878,48.603026578653946
630879,47.77704798022774
630880,64.25223299627608
630881,41.20573120716473
630882,66.09025803634167
630883,85.57045839895848
630884,51.18757915682132
630885,55.155759509555175
630886,48.51525900931346
630887,60.693141084355204
630888,66.00534959060025
630889,73.01432665107251
630890,95.60207992911914
630891,74.97340943700539
630892,22.427100613397826
630893,51.39218394184638
630894,75.55304166812921
630895,52.84665017111374
630896,74.76202006651044
630897,64.46471725031859
630898,28.9261137852907
630899,28.79109783280608
630900,33.90186791403389
630901,73.15033528177506
630902,36.383155708425065
630903,54.637738908317345
630904,76.4863959082719
630905,60.44658329449645
630906,40.933903594713804
630907,43.354827849442
630908,35.867658625000736
630909,89.71500417414158
630910,55.9648225314526
630911,44.232216764004676
630912,46.678242788720695
630913,73.06318436768676
630914,96.6038426630221
630915,59.38051452146388
630916,28.252457723227167
630917,41.76918744985444
630918,52.96132826132795
630919,82.4882619969841
630920,87.22456635173414
630921,81.56192740775576
630922,67.73616826458522
630923,52.085356376130704
630924,87.96401968858869
630925,54.09706970861298
630926,54.0937449553809
630927,50.14400883919386
630928,74.58076604167414
630929,87.23888028017058
630930,94.44352034061059
630931,62.26100109894991
630932,79.06007430421177
630933,38.89827708418891
630934,77.74241882244087
630935,77.0795599592662
630936,60.779433603985915
630937,79.65022278005112
630938,47.2062900090911
630939,78.05811196068935
630940,85.64680118767372
630941,47.42277033968716
630942,46.88598860805469
630943,56.52319096995911
630944,33.592408847642545
630945,47.41298593375526
630946,42.89409201792261
630947,31.259769345856437
630948,36.201097394604275
630949,65.92988014072642
630950,74.2057860362841
630951,66.37051328572392
630952,73.46625841340355
630953,83.87397088443417
630954,55.070757275496774
630955,26.888487777810152
630956,68.74831330230182
630957,26.028287834142127
630958,73.02844533953865
630959,83.08654790315747
630960,52.80795412177646
630961,65.58812142104955
630962,57.5375246771957
630963,71.81577940480203
630964,74.38712345972834
630965,45.76416861829389
630966,38.72008990096946
630967,62.41324134099926
630968,48.194832638243284
630969,80.14249725789848
630970,78.2980023411763
630971,59.48869485791258
630972,93.15229076502813
630973,58.767143807061565
630974,48.18499032918563
630975,66.71479204121243
630976,43.63191388676149
630977,79.35349080992236
630978,36.30668360011301
630979,77.63228185685419
630980,82.46915946527726
630981,73.31983015742526
630982,66.20629473432825
630983,52.16507821655768
630984,60.06997144306817
630985,63.321420485877525
630986,57.002931364525196
630987,68.25247559445691
630988,64.75874699770067
630989,62.42753061289306
630990,40.45826444003267
630991,82.9897065729142
630992,30.956119937166008
630993,43.7815737373817
630994,58.34410297011683
630995,81.14012906920857
630996,27.00263870291065
630997,82.18296928372959
630998,75.6147369239626
630999,81.78583194891247
631000,60.222823053409556
631001,62.748290086263275
631002,65.62504728852022
631003,55.89257364722816
631004,74.60590984835972
631005,54.71521548611764
631006,91.6389696105722
631007,47.47211373431949
631008,51.99705803158523
631009,85.46789048148153
631010,79.40309404716281
631011,45.700735352017105
631012,75.08211460772107
631013,76.01425462063968
631014,50.718519209991754
631015,98.7413713771703
631016,51.760438968282614
631017,52.5871770888729
631018,59.74721850634478
631019,48.70442619160113
631020,48.111963057515375
631021,44.45691581589795
631022,50.703967284092904
631023,82.6340958197529
631024,47.023827922801146
631025,50.34437100541009
631026,63.703378376177085
631027,44.53532973584409
631028,47.38389128812323
631029,97.11576912996
631030,81.83316026402501
631031,59.11869403267941
631032,37.45666249790785
631033,63.76522084748057
631034,66.5863288609458
631035,65.57685580806111
631036,49.1253229690646
631037,56.77629454729949
631038,62.15949310392683
631039,65.9134325871
631040,77.86849355107375
631041,40.42714249739163
631042,48.72633258976486
631043,61.048004603254874
631044,73.61706516274073
631045,84.64517154904047
631046,66.51025799472114
631047,44.694180425687264
631048,65.3105604110974
631049,93.68254726617059
631050,83.44435159096074
631051,73.34268561298776
631052,48.32604582610371
631053,57.406136548150265
631054,43.86434246901397
631055,83.5088759283296
631056,37.49335185019095
631057,67.13392647428165
631058,82.9933036787004
631059,62.300073510208236
631060,42.39404595969999
631061,79.6075684152631
631062,65.33501003533789
631063,92.89140499697262
631064,65.65589095562841
631065,81.23675964160338
631066,67.97936707152992
631067,37.7579834985107
631068,73.51493725905759
631069,33.15113323209959
631070,50.72415939404081
631071,38.690075107393156
631072,58.39341639942781
631073,80.02433708136161
631074,28.348023939174528
631075,43.815436813962044
631076,80.96867940016558
631077,72.74078716481638
631078,80.76932703873928
631079,63.95544912079519
631080,56.96571595815098
631081,39.5864434685464
631082,72.16009792568539
631083,63.17716448566676
631084,65.45960655866227
631085,89.2119836390758
631086,48.79249833244822
631087,75.36437751964344
631088,46.07845173713555
631089,38.1769739966656
631090,67.6160213193529
631091,40.251614990811035
631092,48.426718280518934
631093,56.327317836231614
631094,55.67006303665769
631095,83.1259380292915
631096,45.75849099737077
631097,68.315016512328
631098,30.948432297657828
631099,58.315067915229896
631100,62.79401660610935
631101,37.6490386890554
631102,52.95233951894003
631103,75.32796312713185
631104,53.68544563600758
631105,62.722262293515776
631106,51.480641590249824
631107,40.025847035574984
631108,47.096368326403656
631109,79.16624545417238
631110,61.560923499183055
631111,49.897094930229535
631112,78.73572643118335
631113,96.83189043652116
631114,44.607799039524245
631115,56.18231358726458
631116,90.08407611153453
631117,35.53936717881245
631118,58.52824889475651
631119,67.70762808874477
631120,62.61348865504408
631121,39.43535515888239
631122,95.54695468206255
631123,79.38739476188256
631124,36.30061774237102
631125,39.27522333022688
631126,47.62363383231391
631127,61.57171570616894
631128,40.939561551835006
631129,63.823715951169554
631130,45.27377695828652
631131,64.97722352127418
631132,83.97740580854558
631133,56.557376984996836
631134,23.610471732754583
631135,68.67155410533947
631136,77.99097969050536
631137,65.54314054178407
631138,47.508877971859306
631139,74.43264071602529
631140,53.723213134086436
631141,70.17549140976966
631142,70.17704733026001
631143,47.28371478201408
631144,74.53480154608086
631145,92.14164886984297
631146,72.94914092016958
631147,44.30220473891172
631148,78.28049017971878
631149,37.825600350639334
631150,46.30161248287241
631151,58.675753195065866
631152,65.12423808553321
631153,38.97726206079374
631154,73.43716690953103
631155,76.61968869539214
631156,68.99517907122039
631157,84.20140157361222
631158,34.79788472953787
631159,66.61130815588682
631160,67.31492994414137
631161,53.59204443744864
631162,60.28424795153672
631163,61.955177328903936
631164,59.25510582678817
631165,86.36821216210664
631166,36.43804775469595
631167,47.22844783271277
631168,77.05894994662899
631169,88.99604840570007
631170,58.72835052955224
631171,83.55548720103243
631172,69.88680942099595
631173,69.78301932910635
631174,36.10267731868466
631175,79.29050682730916
631176,62.82542013256782
631177,56.77140646383783
631178,78.99892758569902
631179,73.80044992516346
631180,51.56055049548164
631181,54.60690055664955
631182,83.10515799179014
631183,52.70641301822568
631184,47.17251539857478
631185,62.02615339998422
631186,65.9040830902861
631187,53.9057515707847
631188,73.35121927373575
631189,71.80737968915513
631190,91.25776866555493
631191,44.543821651861776
631192,82.82167511207511
631193,40.28871839207826
631194,44.22400327208264
631195,57.79157181302103
631196,58.809905788163114
631197,78.90761906282498
631198,81.53958179192372
631199,30.999744488670064
631200,51.029490274704145
631201,60.83874295736433
631202,43.33832433984523
631203,38.64313316259101
631204,65.3346536544858
631205,67.39113025285276
631206,97.89548078734849
631207,34.3874697446542
631208,51.136542743766725
631209,73.56896016563383
631210,86.64935640190699
631211,33.57144358954064
631212,75.44884466085065
631213,67.48124324806109
631214,69.25338604691756
631215,65.84900369059035
631216,56.84243443290732
631217,81.6085031457751
631218,83.04029560177534
631219,79.74932460441127
631220,38.201920161579274
631221,54.25518308997976
631222,35.145793515993525
631223,63.41868451476348
631224,43.25469743527571
631225,77.01343838972268
631226,42.19691403027872
631227,44.612760374545935
631228,52.712319975599414
631229,64.42046113566809
631230,34.92498594098801
631231,23.551539316202902
631232,74.0385927619922
631233,49.10334899104866
631234,70.33876048795578
631235,53.66867405866665
631236,63.71708693677265
631237,35.29696942905474
631238,30.455170678528138
631239,40.00516006305682
631240,47.89801352998162
631241,34.45189384250319
631242,72.7269916801434
631243,78.60335939547443
631244,59.10732840945053
631245,47.37017477076735
631246,65.8809758290538
631247,64.09483140149567
631248,37.1490453493926
631249,62.13097446990855
631250,76.01016541697575
631251,58.14179958659459
631252,66.73211247399551
631253,63.102070161979924
631254,57.7491452831926
631255,46.88505163476182
631256,67.6828631635384
631257,70.82157201898787
631258,48.51505575745553
631259,84.01356992325857
631260,43.09413586175566
631261,45.16722383109324
631262,82.49564363263802
631263,87.52018422542031
631264,40.83416682707435
631265,51.61795556641925
631266,35.23308328325636
631267,53.618549583845514
631268,72.34616180625707
631269,57.83133392432663
631270,58.724587834675724
